0;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
1;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
2;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
3;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
4;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
5;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
6;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
7;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
8;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
9;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
10;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
11;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
12;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
13;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
14;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
15;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
16;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
17;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
18;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
19;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
20;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
21;892820;850745;878276;877227;876456;866763;858800;860945;868931;883683;867026
